_id	date	site	parameter	index_value	description	health_advisory	health_effects
77379	3/13/2024	North Braddock	PM25_640	55	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79625	6/20/2024	Glassport High Street	PM10	31	Good		
35515	4/11/2020	Liberty 2	PM25T	33	Good		
57196	7/27/2022	Pittsburgh	PM10_640	17	Good		
37238	6/27/2020	Lawrenceville	OZONE	31	Good		
65619	1/18/2023	Parkway East	NO2	12	Good		
7339	12/3/2016	Liberty	SO2	1	Good		
38519	8/24/2020	Avalon	SO2	1	Good		
20981	8/5/2018	Lawrenceville	PM25B	68	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
51264	2/12/2022	Liberty	SO2	6	Good		
82245	9/29/2024	Lawrenceville	OZONE	17	Good		
68152	3/31/2023	Liberty	SO2	49	Good		
14100	10/5/2017	Lawrenceville 2	SO2	3	Good		
46027	8/20/2021	Liberty	SO2	10	Good		
13278	8/29/2017	Flag Plaza	PM10	19	Good		
5764	9/23/2016	Avalon	SO2	9	Good		
59141	9/14/2022	Parkway East	NO2	16	Good		
27461	5/11/2019	Harrison Township	OZONE	40	Good		
11428	6/8/2017	Liberty 2	PM10	6	Good		
74860	12/1/2023	Pittsburgh	PM10_640	16	Good		
37599	7/13/2020	Harrison Township	OZONE	35	Good		
78515	5/3/2024	Parkway East	PM25_640	38	Good		
16729	1/29/2018	Harrison Township	OZONE	25	Good		
61909	10/27/2022	North Braddock	PM25_640	18	Good		
69044	4/21/2023	North Braddock	CO	14	Good		
28727	7/2/2019	Harrison Township	OZONE	50	Good		
20436	7/11/2018	North Braddock	PM10B	19	Good		
13513	9/9/2017	North Braddock	PM10B	12	Good		
48811	12/2/2021	Harrison Township	NO2	8	Good		
74028	10/27/2023	Lawrenceville 2	CO	6	Good		
37557	7/11/2020	Parkway East	NO2	19	Good		
80460	7/20/2024	North Braddock	SO2	3	Good		
24701	1/17/2019	Lawrenceville 2	CO	4	Good		
80100	7/8/2024	Avalon	PM25_640	53	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
77407	3/15/2024	North Braddock	CO	10	Good		
75950	1/15/2024	Harrison Township	OZONE	21	Good		
37760	7/21/2020	Liberty 2	PM10	17	Good		
22993	11/2/2018	Liberty 2	PM10	17	Good		
39800	10/21/2020	Lawrenceville 2	SO2	1	Good		
3994	7/4/2016	Liberty 2	PM10	15	Good		
19462	5/30/2018	North Braddock	PM10B	29	Good		
35870	4/27/2020	Parkway East	NO2	11	Good		
77223	3/6/2024	Glassport High Street	PM10	8	Good		
45249	7/13/2021	Parkway East	CO	6	Good		
77229	3/6/2024	North Braddock	SO2	0	Good		
36272	5/15/2020	South Fayette	OZONE	46	Good		
30753	9/21/2019	Clairton	SO2	3	Good		
34582	2/28/2020	Avalon	SO2	1	Good		
2571	4/30/2016	Lincoln	PM25	30	Good		
75069	12/9/2023	North Braddock	PM10_640	32	Good		
3829	6/27/2016	Lawrenceville 2	CO	2	Good		
37231	6/27/2020	North Braddock	SO2	4	Good		
20264	7/4/2018	Liberty 2	PM10	22	Good		
37065	6/19/2020	Lawrenceville	OZONE	36	Good		
83069	11/2/2024	North Braddock	PM10_640	21	Good		
74248	11/4/2023	Parkway East	PM25_640	54	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
625	1/31/2016	Avalon	SO2	1	Good		
19423	5/28/2018	Liberty 2	PM10	32	Good		
1866	3/29/2016	Harrison Township	OZONE	45	Good		
81702	9/5/2024	Avalon	PM25_640	27	Good		
22052	9/22/2018	Harrison Township	NO2	5	Good		
26574	4/5/2019	Avalon	PM25T	38	Good		
24487	1/7/2019	Liberty	SO2	24	Good		
48809	12/2/2021	South Fayette	OZONE	31	Good		
31628	10/26/2019	Glassport High Street	PM10	31	Good		
41876	1/31/2021	Harrison Township	OZONE	29	Good		
78602	5/8/2024	Parkway East	CO	6	Good		
41732	1/24/2021	Liberty 2	PM10	13	Good		
37711	7/18/2020	Parkway East	PM25T	59	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
23451	11/22/2018	Lawrenceville 2	SO2	3	Good		
13020	8/18/2017	Lincoln	PM25	45	Good		
26193	3/21/2019	Flag Plaza	CO	0	Good		
55119	5/29/2022	Lawrenceville 2	CO	4	Good		
46241	8/30/2021	Pittsburgh	PM25_640	42	Good		
68028	3/27/2023	Glassport High Street	PM10	9	Good		
27001	4/22/2019	Glassport High Street	PM10	19	Good		
76230	1/27/2024	Lawrenceville 2	SO2	0	Good		
55256	6/2/2022	Pittsburgh	PM10_640	27	Good		
43073	3/30/2021	Parkway East	PM25T	30	Good		
77231	3/6/2024	Clairton	PM25_640	21	Good		
70914	6/16/2023	Liberty 2	PM10	26	Good		
20709	7/23/2018	North Braddock	SO2	1	Good		
25507	2/20/2019	Liberty	SO2	9	Good		
6219	10/13/2016	Parkway East	NO2	24	Good		
46553	9/14/2021	Lawrenceville 2	SO2	2	Good		
40751	12/7/2020	Parkway East	CO	7	Good		
27433	5/10/2019	Harrison Township	OZONE	32	Good		
72949	9/9/2023	Parkway East	PM25_640	25	Good		
35832	4/25/2020	Lawrenceville	PM25B	42	Good		
74524	11/17/2023	Parkway East	CO	7	Good		
71683	7/19/2023	Pittsburgh	PM25_640	66	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9109	2/25/2017	Lawrenceville	OZONE	35	Good		
33754	1/23/2020	Parkway East	PM25T	65	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
70384	5/26/2023	Pittsburgh	PM25_640	20	Good		
58975	9/9/2022	Glassport High Street	PM10	9	Good		
57828	8/8/2022	Pittsburgh	NO2_500	9	Good		
56581	7/9/2022	Parkway East	PM25T	45	Good		
