_id	date	site	parameter	index_value	description	health_advisory	health_effects
77379	3/13/2024	North Braddock	PM25_640	55	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79625	6/20/2024	Glassport High Street	PM10	31	Good		
35515	4/11/2020	Liberty 2	PM25T	33	Good		
57196	7/27/2022	Pittsburgh	PM10_640	17	Good		
37238	6/27/2020	Lawrenceville	OZONE	31	Good		
65619	1/18/2023	Parkway East	NO2	12	Good		
7339	12/3/2016	Liberty	SO2	1	Good		
38519	8/24/2020	Avalon	SO2	1	Good		
20981	8/5/2018	Lawrenceville	PM25B	68	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
51264	2/12/2022	Liberty	SO2	6	Good		
82245	9/29/2024	Lawrenceville	OZONE	17	Good		
68152	3/31/2023	Liberty	SO2	49	Good		
14100	10/5/2017	Lawrenceville 2	SO2	3	Good		
46027	8/20/2021	Liberty	SO2	10	Good		
13278	8/29/2017	Flag Plaza	PM10	19	Good		
5764	9/23/2016	Avalon	SO2	9	Good		
59141	9/14/2022	Parkway East	NO2	16	Good		
27461	5/11/2019	Harrison Township	OZONE	40	Good		
11428	6/8/2017	Liberty 2	PM10	6	Good		
74860	12/1/2023	Pittsburgh	PM10_640	16	Good		
37599	7/13/2020	Harrison Township	OZONE	35	Good		
78515	5/3/2024	Parkway East	PM25_640	38	Good		
16729	1/29/2018	Harrison Township	OZONE	25	Good		
61909	10/27/2022	North Braddock	PM25_640	18	Good		
69044	4/21/2023	North Braddock	CO	14	Good		
28727	7/2/2019	Harrison Township	OZONE	50	Good		
20436	7/11/2018	North Braddock	PM10B	19	Good		
13513	9/9/2017	North Braddock	PM10B	12	Good		
48811	12/2/2021	Harrison Township	NO2	8	Good		
74028	10/27/2023	Lawrenceville 2	CO	6	Good		
37557	7/11/2020	Parkway East	NO2	19	Good		
80460	7/20/2024	North Braddock	SO2	3	Good		
24701	1/17/2019	Lawrenceville 2	CO	4	Good		
80100	7/8/2024	Avalon	PM25_640	53	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
77407	3/15/2024	North Braddock	CO	10	Good		
75950	1/15/2024	Harrison Township	OZONE	21	Good		
37760	7/21/2020	Liberty 2	PM10	17	Good		
22993	11/2/2018	Liberty 2	PM10	17	Good		
39800	10/21/2020	Lawrenceville 2	SO2	1	Good		
3994	7/4/2016	Liberty 2	PM10	15	Good		
19462	5/30/2018	North Braddock	PM10B	29	Good		
35870	4/27/2020	Parkway East	NO2	11	Good		
77223	3/6/2024	Glassport High Street	PM10	8	Good		
45249	7/13/2021	Parkway East	CO	6	Good		
77229	3/6/2024	North Braddock	SO2	0	Good		
36272	5/15/2020	South Fayette	OZONE	46	Good		
30753	9/21/2019	Clairton	SO2	3	Good		
34582	2/28/2020	Avalon	SO2	1	Good		
2571	4/30/2016	Lincoln	PM25	30	Good		
75069	12/9/2023	North Braddock	PM10_640	32	Good		
3829	6/27/2016	Lawrenceville 2	CO	2	Good		
37231	6/27/2020	North Braddock	SO2	4	Good		
20264	7/4/2018	Liberty 2	PM10	22	Good		
37065	6/19/2020	Lawrenceville	OZONE	36	Good		
83069	11/2/2024	North Braddock	PM10_640	21	Good		
74248	11/4/2023	Parkway East	PM25_640	54	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
625	1/31/2016	Avalon	SO2	1	Good		
19423	5/28/2018	Liberty 2	PM10	32	Good		
1866	3/29/2016	Harrison Township	OZONE	45	Good		
81702	9/5/2024	Avalon	PM25_640	27	Good		
22052	9/22/2018	Harrison Township	NO2	5	Good		
26574	4/5/2019	Avalon	PM25T	38	Good		
24487	1/7/2019	Liberty	SO2	24	Good		
48809	12/2/2021	South Fayette	OZONE	31	Good		
31628	10/26/2019	Glassport High Street	PM10	31	Good		
41876	1/31/2021	Harrison Township	OZONE	29	Good		
78602	5/8/2024	Parkway East	CO	6	Good		
41732	1/24/2021	Liberty 2	PM10	13	Good		
37711	7/18/2020	Parkway East	PM25T	59	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
23451	11/22/2018	Lawrenceville 2	SO2	3	Good		
13020	8/18/2017	Lincoln	PM25	45	Good		
26193	3/21/2019	Flag Plaza	CO	0	Good		
55119	5/29/2022	Lawrenceville 2	CO	4	Good		
46241	8/30/2021	Pittsburgh	PM25_640	42	Good		
68028	3/27/2023	Glassport High Street	PM10	9	Good		
27001	4/22/2019	Glassport High Street	PM10	19	Good		
76230	1/27/2024	Lawrenceville 2	SO2	0	Good		
55256	6/2/2022	Pittsburgh	PM10_640	27	Good		
43073	3/30/2021	Parkway East	PM25T	30	Good		
77231	3/6/2024	Clairton	PM25_640	21	Good		
70914	6/16/2023	Liberty 2	PM10	26	Good		
20709	7/23/2018	North Braddock	SO2	1	Good		
25507	2/20/2019	Liberty	SO2	9	Good		
6219	10/13/2016	Parkway East	NO2	24	Good		
46553	9/14/2021	Lawrenceville 2	SO2	2	Good		
40751	12/7/2020	Parkway East	CO	7	Good		
27433	5/10/2019	Harrison Township	OZONE	32	Good		
72949	9/9/2023	Parkway East	PM25_640	25	Good		
35832	4/25/2020	Lawrenceville	PM25B	42	Good		
74524	11/17/2023	Parkway East	CO	7	Good		
71683	7/19/2023	Pittsburgh	PM25_640	66	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9109	2/25/2017	Lawrenceville	OZONE	35	Good		
33754	1/23/2020	Parkway East	PM25T	65	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
70384	5/26/2023	Pittsburgh	PM25_640	20	Good		
58975	9/9/2022	Glassport High Street	PM10	9	Good		
57828	8/8/2022	Pittsburgh	NO2_500	9	Good		
56581	7/9/2022	Parkway East	PM25T	45	Good		
46815	9/26/2021	Pittsburgh	PM10_640	14	Good		
7097	11/22/2016	North Braddock	PM10B	14	Good		
71852	7/27/2023	Parkway East	NO2	11	Good		
41215	12/30/2020	South Fayette	SO2	4	Good		
40281	11/13/2020	South Fayette	SO2	4	Good		
65676	1/20/2023	North Braddock	PM25_640	16	Good		
32053	11/12/2019	Liberty	SO2	0	Good		
10495	4/28/2017	Parkway East	CO	6	Good		
59081	9/12/2022	North Braddock	SO2	3	Good		
68299	4/4/2023	Clairton	PM25_640	43	Good		
80370	7/17/2024	Liberty 2	PM25_640	48	Good		
75117	12/11/2023	North Braddock	CO	2	Good		
72218	8/11/2023	Harrison Township	OZONE	48	Good		
26854	4/16/2019	Harrison Township	NO2	31	Good		
71676	7/19/2023	Lawrenceville	OZONE	48	Good		
67533	3/14/2023	Lawrenceville 2	CO	2	Good		
70	1/4/2016	Lincoln	PM25	15	Good		
40221	11/10/2020	Lincoln	PM10	47	Good		
9526	3/15/2017	Parkway East	CO	4	Good		
13519	9/9/2017	Parkway East	NO2	12	Good		
52661	2/28/2022	North Braddock	PM25_640	38	Good		
48662	11/27/2021	Avalon	PM25T	27	Good		
48947	12/5/2021	Pittsburgh	PM10_640	14	Good		
47145	10/12/2021	North Braddock	SO2	10	Good		
83045	11/1/2024	Clairton	PM25_640	18	Good		
46946	10/2/2021	Avalon	PM25T	55	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
16921	2/6/2018	North Braddock	SO2	1	Good		
24203	12/25/2018	Liberty 2	PM10	17	Good		
20935	8/3/2018	Flag Plaza	PM10	16	Good		
14873	11/7/2017	Avalon	SO2	0	Good		
31836	11/4/2019	Lawrenceville	PM25B	45	Good		
17595	3/8/2018	Lawrenceville	OZONE	34	Good		
27269	5/3/2019	Glassport High Street	PM10	14	Good		
19355	5/25/2018	Flag Plaza	PM10	44	Good		
45080	7/5/2021	Lawrenceville 2	CO	5	Good		
65953	1/28/2023	Lawrenceville	OZONE	30	Good		
22965	11/1/2018	Avalon	SO2	0	Good		
33533	1/13/2020	Lawrenceville 2	CO	6	Good		
54628	5/14/2022	Glassport High Street	PM10	11	Good		
55080	5/28/2022	South Fayette	OZONE	38	Good		
35599	4/15/2020	Harrison Township	OZONE	44	Good		
34481	2/24/2020	Flag Plaza	PM10	26	Good		
21792	9/11/2018	Lawrenceville 2	SO2	0	Good		
179	1/9/2016	Lawrenceville 2	CO	9	Good		
13697	9/17/2017	Liberty 2	PM25(2)	66	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
15226	11/24/2017	Parkway East	CO	11	Good		
81443	8/28/2024	Liberty	SO2	17	Good		
38397	8/18/2020	Harrison Township	OZONE	44	Good		
29288	7/24/2019	Lawrenceville	OZONE	42	Good		
62517	11/3/2022	Glassport High Street	PM10	20	Good		
2945	5/17/2016	Parkway East	PM25T	58	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
58019	8/14/2022	Liberty 2	PM10	22	Good		
1743	3/23/2016	Parkway East	CO	7	Good		
25267	2/10/2019	Parkway East	CO	7	Good		
36855	6/10/2020	Parkway East	CO	4	Good		
53960	4/27/2022	North Braddock	PM10_640	15	Good		
71959	7/31/2023	North Braddock	PM25_640	25	Good		
79349	6/7/2024	North Braddock	PM25_640	22	Good		
5817	9/26/2016	North Braddock	PM10B	22	Good		
31203	10/9/2019	Harrison Township	OZONE	24	Good		
50306	1/15/2022	Liberty 2	PM10	6	Good		
75182	12/14/2023	North Braddock	PM10_640	28	Good		
7995	1/3/2017	Parkway East	NO2	20	Good		
19961	6/20/2018	Lawrenceville 2	SO2	3	Good		
16087	12/31/2017	Avalon	PM25T	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
11430	6/8/2017	South Fayette	SO2	4	Good		
13553	9/11/2017	Parkway East	NO2	14	Good		
79426	6/11/2024	Lawrenceville 2	CO	2	Good		
78039	4/12/2024	North Braddock	PM25_640	12	Good		
24844	1/23/2019	Flag Plaza	PM10	21	Good		
38068	8/3/2020	Liberty 2	PM10	12	Good		
26682	4/9/2019	Parkway East	NO2	19	Good		
6697	11/3/2016	Lawrenceville	PM25B	32	Good		
2894	5/15/2016	North Braddock	SO2	0	Good		
40432	11/21/2020	Liberty 2	PM25T	62	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
10911	5/16/2017	Lawrenceville	PM25B	51	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
36843	6/10/2020	Avalon	PM25T	37	Good		
71404	7/7/2023	Harrison Township	OZONE	41	Good		
10052	4/8/2017	Lincoln	PM25	63	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
80093	7/8/2024	North Braddock	CO	5	Good		
81545	9/1/2024	Glassport High Street	PM10	15	Good		
2372	4/21/2016	Liberty 2	PM10	25	Good		
7092	11/21/2016	Lawrenceville	PM25B	20	Good		
74757	11/28/2023	Liberty 2	PM10_640	8	Good		
55743	6/17/2022	Lawrenceville	OZONE	47	Good		
58298	8/20/2022	North Braddock	PM25_640	44	Good		
76586	2/9/2024	Glassport High Street	PM10	38	Good		
32656	12/6/2019	Liberty 2	PM10	29	Good		
40183	11/8/2020	Harrison Township	NO2	16	Good		
11031	5/22/2017	Liberty 2	PM25(2)	27	Good		
18876	5/3/2018	Lawrenceville 2	CO	2	Good		
30716	9/20/2019	Flag Plaza	CO	6	Good		
76297	1/30/2024	Liberty	SO2	1	Good		
64987	12/30/2022	Glassport High Street	PM10	31	Good		
72566	8/27/2023	Harrison Township	NO2	4	Good		
72660	8/31/2023	Harrison Township	OZONE	30	Good		
44388	6/2/2021	South Fayette	SO2	1	Good		
36008	5/3/2020	Lawrenceville	OZONE	45	Good		
53579	4/15/2022	Liberty 2	PM25T	51	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
749	2/6/2016	North Braddock	PM10B	30	Good		
37816	7/23/2020	Parkway East	NO2	13	Good		
77195	3/5/2024	Pittsburgh	PM10_640	15	Good		
24117	12/22/2018	Harrison Township	OZONE	17	Good		
24949	1/28/2019	Parkway East	CO	6	Good		
40566	11/28/2020	Lawrenceville	OZONE	26	Good		
2821	5/12/2016	Lawrenceville	PM25B	57	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
59155	9/14/2022	Liberty 2	PM25T	38	Good		
15064	11/16/2017	Lawrenceville	PM25B	18	Good		
63138	11/13/2022	Glassport High Street	PM10	10	Good		
37672	7/17/2020	Harrison Township	OZONE	61	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
4636	8/3/2016	North Braddock	SO2	10	Good		
2326	4/19/2016	Lawrenceville	OZONE	50	Good		
61121	10/17/2022	Pittsburgh	PM25_640	25	Good		
14754	11/2/2017	Lawrenceville 2	CO	5	Good		
1767	3/24/2016	Harrison Township	NO2	31	Good		
6248	10/14/2016	Harrison Township	OZONE	31	Good		
20106	6/27/2018	Lincoln	PM25	45	Good		
50564	1/23/2022	Lawrenceville 2	CO	3	Good		
1933	4/1/2016	Lawrenceville	PM25B	25	Good		
82537	10/9/2024	North Braddock	CO	8	Good		
71057	6/22/2023	Parkway East	NO2	10	Good		
45644	8/1/2021	Lawrenceville	OZONE	42	Good		
1013	2/18/2016	Harrison Township	OZONE	34	Good		
56576	7/9/2022	Lawrenceville 2	SO2	2	Good		
11345	6/4/2017	North Braddock	SO2	11	Good		
79641	6/21/2024	Liberty 2	PM10_640	36	Good		
48843	12/3/2021	North Braddock	PM10B	17	Good		
72342	8/16/2023	Lawrenceville	OZONE	31	Good		
26927	4/19/2019	Flag Plaza	PM10	20	Good		
1544	3/14/2016	Avalon	SO2	0	Good		
30619	9/16/2019	Lawrenceville	PM25B	54	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
73314	9/26/2023	Harrison Township	OZONE	19	Good		
3171	5/28/2016	Lawrenceville 2	SO2	3	Good		
75627	1/3/2024	Liberty	SO2	4	Good		
28751	7/2/2019	Clairton	SO2	9	Good		
72998	9/12/2023	Lawrenceville 2	SO2	2	Good		
69144	4/24/2023	Harrison Township	OZONE	34	Good		
33220	12/30/2019	North Braddock	PM10B	31	Good		
77274	3/8/2024	Lawrenceville 2	SO2	4	Good		
3163	5/27/2016	Harrison Township	OZONE	49	Good		
47591	10/28/2021	Harrison Township	OZONE	28	Good		
75592	1/1/2024	Clairton	PM25_640	17	Good		
2351	4/20/2016	Liberty	SO2	1	Good		
3438	6/9/2016	Parkway East	NO2	28	Good		
51845	3/2/2022	Harrison Township	OZONE	42	Good		
9780	3/27/2017	Lincoln	PM25	64	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
23610	11/29/2018	Parkway East	PM25T	57	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
74113	10/31/2023	Glassport High Street	PM10	6	Good		
64031	12/5/2022	North Braddock	CO	12	Good		
70663	6/6/2023	Liberty	SO2	33	Good		
11244	5/31/2017	Lawrenceville	OZONE	47	Good		
80555	7/25/2024	Pittsburgh	NO2_500	7	Good		
33172	12/28/2019	North Braddock	SO2	1	Good		
42409	2/27/2021	Pittsburgh	PM10_640	16	Good		
79270	6/5/2024	Harrison Township	NO2	13	Good		
2147	4/11/2016	Liberty 2	PM10	19	Good		
37829	7/24/2020	Harrison Township	OZONE	46	Good		
24553	1/10/2019	South Fayette	SO2	1	Good		
42873	3/21/2021	Flag Plaza	CO	44	Good		
11062	5/23/2017	Lawrenceville 2	SO2	3	Good		
74385	11/11/2023	North Braddock	PM10_640	25	Good		
33174	12/28/2019	North Braddock	PM10B	32	Good		
13145	8/23/2017	North Braddock	SO2	0	Good		
66036	1/31/2023	North Braddock	PM10_640	16	Good		
46080	8/22/2021	Avalon	PM25T	60	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
22040	9/22/2018	Lincoln	PM25	14	Good		
64090	12/7/2022	South Fayette	OZONE	15	Good		
73495	10/3/2023	Glassport High Street	PM10	29	Good		
31447	10/19/2019	Parkway East	CO	6	Good		
46093	8/23/2021	Avalon	PM25T	58	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
54097	5/1/2022	Harrison Township	NO2	8	Good		
42242	2/18/2021	Glassport High Street	PM10	7	Good		
81328	8/24/2024	Pittsburgh	PM25_640	55	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
60270	10/4/2022	Pittsburgh	PM10_640	8	Good		
71639	7/17/2023	Liberty 2	PM25T	100	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
77468	3/17/2024	Liberty 2	PM25_640	13	Good		
10828	5/13/2017	Lincoln	PM10	12	Good		
58854	9/6/2022	Parkway East	NO2	11	Good		
7950	1/1/2017	Lawrenceville	PM25B	50	Good		
8146	1/11/2017	North Braddock	SO2	19	Good		
8122	1/9/2017	Avalon	PM25T	34	Good		
43883	5/9/2021	Avalon	PM25T	27	Good		
41850	1/30/2021	Parkway East	CO	14	Good		
2638	5/3/2016	Harrison Township	NO2	6	Good		
17212	2/19/2018	North Braddock	SO2	49	Good		
22219	9/30/2018	Lincoln	PM10	27	Good		
21472	8/27/2018	Liberty	SO2	26	Good		
8026	1/5/2017	North Braddock	PM10B	9	Good		
27426	5/9/2019	Liberty	SO2	19	Good		
18740	4/27/2018	Avalon	SO2	1	Good		
38226	8/11/2020	Lincoln	PM25	60	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13589	9/12/2017	Lincoln	PM10	8	Good		
10886	5/15/2017	Harrison Township	NO2	12	Good		
30927	9/28/2019	Lawrenceville	PM25B	56	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
10439	4/25/2017	South Fayette	OZONE	39	Good		
80893	8/6/2024	North Braddock	CO	13	Good		
53466	4/12/2022	Pittsburgh	PM10_640	17	Good		
22710	10/21/2018	Parkway East	PM25T	17	Good		
23883	12/11/2018	Liberty 2	PM25T	59	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
10873	5/15/2017	Avalon	PM25T	19	Good		
77519	3/20/2024	Pittsburgh	PM10_640	16	Good		
80278	7/13/2024	Lawrenceville 2	SO2	5	Good		
19460	5/29/2018	Liberty 2	PM25T	59	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
20217	7/2/2018	North Braddock	SO2	13	Good		
70579	6/3/2023	Harrison Township	NO2	11	Good		
16147	1/3/2018	Liberty 2	PM10	46	Good		
30676	9/18/2019	Harrison Township	OZONE	31	Good		
16066	12/30/2017	South Fayette	OZONE	29	Good		
49703	12/28/2021	Liberty	SO2	6	Good		
30150	8/28/2019	North Braddock	PM10B	22	Good		
44942	6/28/2021	South Fayette	OZONE	44	Good		
47037	10/7/2021	Lawrenceville 2	SO2	3	Good		
37725	7/19/2020	Lincoln	PM25	61	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
41652	1/20/2021	Lawrenceville	OZONE	29	Good		
32253	11/20/2019	South Fayette	OZONE	20	Good		
27719	5/21/2019	Lawrenceville	OZONE	30	Good		
58576	8/28/2022	North Braddock	CO	6	Good		
18126	3/31/2018	Liberty 2	PM25T	63	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
56313	7/1/2022	Lawrenceville 2	SO2	3	Good		
81279	8/22/2024	Harrison Township	NO2_200	13	Good		
47761	11/2/2021	North Braddock	PM10B	11	Good		
65146	1/4/2023	North Braddock	CO	11	Good		
68018	3/27/2023	South Fayette	OZONE	42	Good		
37019	6/17/2020	Liberty 2	PM25T	34	Good		
37687	7/17/2020	North Braddock	SO2	3	Good		
27363	5/7/2019	Flag Plaza	CO	0	Good		
32765	12/11/2019	Liberty 2	PM25T	32	Good		
68851	4/16/2023	Lawrenceville	OZONE	41	Good		
55190	5/31/2022	Liberty 2	PM10	34	Good		
21012	8/7/2018	Lawrenceville 2	SO2	3	Good		
2769	5/9/2016	Harrison Township	OZONE	25	Good		
21881	9/15/2018	Lawrenceville 2	CO	2	Good		
29394	7/28/2019	Liberty 2	PM25T	71	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
19088	5/13/2018	Lincoln	PM10	28	Good		
3234	5/31/2016	Lawrenceville	OZONE	84	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
28300	6/14/2019	Avalon	SO2	0	Good		
66800	2/22/2023	Pittsburgh	PM25_640	41	Good		
18941	5/6/2018	Avalon	PM25T	27	Good		
13511	9/9/2017	North Braddock	SO2	0	Good		
56149	6/28/2022	Liberty	SO2	50	Good		
21721	9/7/2018	Avalon	SO2	0	Good		
64800	12/24/2022	Liberty 2	PM25T	26	Good		
9482	3/13/2017	Lawrenceville 2	CO	3	Good		
54600	5/13/2022	North Braddock	PM25_640	21	Good		
53990	4/28/2022	Harrison Township	NO2	6	Good		
76335	2/1/2024	Parkway East	PM25_640	29	Good		
72970	9/10/2023	North Braddock	PM25_640	26	Good		
8022	1/5/2017	Parkway East	CO	3	Good		
21519	8/29/2018	Lawrenceville	OZONE	43	Good		
5105	8/25/2016	Parkway East	CO	4	Good		
46413	9/7/2021	Lawrenceville 2	SO2	3	Good		
15107	11/18/2017	Flag Plaza	CO	0	Good		
82395	10/4/2024	Harrison Township	NO2_200	18	Good		
46847	9/28/2021	Parkway East	PM25T	45	Good		
29262	7/23/2019	Parkway East	NO2	14	Good		
14089	10/4/2017	North Braddock	SO2	9	Good		
51855	3/2/2022	Parkway East	NO2	18	Good		
17187	2/18/2018	Flag Plaza	PM10	8	Good		
43652	4/28/2021	North Braddock	PM10B	50	Good		
24294	12/30/2018	Liberty	SO2	49	Good		
25257	2/9/2019	Parkway East	CO	9	Good		
20972	8/5/2018	Lincoln	PM25	67	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
17594	3/8/2018	Lawrenceville 2	CO	2	Good		
76340	2/1/2024	Avalon	PM25_640	31	Good		
12053	7/5/2017	Avalon	SO2	0	Good		
16601	1/23/2018	Flag Plaza	PM10	19	Good		
636	1/31/2016	Harrison Township	NO2	28	Good		
23209	11/12/2018	Parkway East	PM25T	63	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
44375	6/1/2021	Lawrenceville 2	CO	4	Good		
63826	12/1/2022	Harrison Township	NO2	18	Good		
10199	4/15/2017	North Braddock	PM10B	39	Good		
76545	2/7/2024	Parkway East	NO2	32	Good		
71032	6/21/2023	Lawrenceville 2	SO2	2	Good		
43733	5/2/2021	North Braddock	CO	4	Good		
80279	7/13/2024	Glassport High Street	PM10	19	Good		
76594	2/9/2024	Harrison Township	NO2	25	Good		
49950	1/4/2022	Avalon	PM25T	46	Good		
15015	11/14/2017	Liberty 2	PM10	19	Good		
47408	10/22/2021	Liberty 2	PM25T	14	Good		
31072	10/4/2019	Clairton	SO2	14	Good		
64725	12/22/2022	Pittsburgh	NO2_500	29	Good		
64963	12/29/2022	Liberty	SO2	84	Moderate		
46899	9/30/2021	Harrison Township	NO2	13	Good		
9143	2/26/2017	North Braddock	PM10B	13	Good		
16460	1/17/2018	Lawrenceville 2	CO	3	Good		
21343	8/21/2018	Lawrenceville 2	SO2	1	Good		
8571	1/31/2017	South Fayette	SO2	3	Good		
67631	3/17/2023	Liberty	SO2	31	Good		
77723	3/29/2024	Parkway East	CO	7	Good		
30570	9/14/2019	Lawrenceville 2	CO	3	Good		
28853	7/7/2019	North Braddock	SO2	1	Good		
30566	9/14/2019	Flag Plaza	PM10	12	Good		
18828	5/1/2018	Harrison Township	NO2	25	Good		
69681	5/6/2023	Parkway East	PM25_640	24	Good		
13823	9/23/2017	North Braddock	PM10B	30	Good		
7963	1/2/2017	North Braddock	PM10B	16	Good		
79414	6/11/2024	North Braddock	CO	1	Good		
21889	9/15/2018	Liberty	SO2	4	Good		
36419	5/22/2020	Avalon	PM25T	29	Good		
63673	11/27/2022	Pittsburgh	PM10_640	18	Good		
5865	9/28/2016	Lawrenceville	PM25B	35	Good		
10773	5/10/2017	Glassport High Street	PM10	27	Good		
65939	1/28/2023	Liberty	SO2	14	Good		
7545	12/13/2016	Liberty 2	PM25(2)	50	Good		
28421	6/19/2019	Lawrenceville 2	CO	2	Good		
46216	8/29/2021	Flag Plaza	PM10	19	Good		
10678	5/6/2017	Avalon	PM25T	11	Good		
18185	4/3/2018	Glassport High Street	PM10	13	Good		
8473	1/27/2017	Glassport High Street	PM10	4	Good		
